Hard_Word,Frequency
একসময়,3
আদা,3
সহযোগীতা,3
ভারী,3
দেখাও,3
প্রাইস,3
প্লাস্টিক,3
হত্যর,3
নিয়াজ,3
আইডিয়াটা,3
দাতা,3
বৌদিকে,3
যোগদান,3
হাসপাতালে,3
অপমানিত,3
দাড়ি,3
বিদ্যানন্দ,3
ফাউন্ডেশন,3
খুবিই,3
নাড়া,3
পিবিঅাই,3
পশুপতি,3
সরকারে,3
মাতৃভাষা,3
আরেকটি,3
সপ্তাহ,3
বাসের,3
দেশটাই,3
শুনলেই,3
মূলে,3
উগ্র,3
মনোমুগ্ধকর,3
কাউকেই,3
ইন্টারনেটের,3
আসলেন,3
বরকত,3
রিভিউর,3
কোলেবরেশনের,3
একইভাবে,3
অর্ধাঙ্গিনি,3
শুরুর,3
সাপ্তাহিক,3
এনিওয়ে,3
সবাইর,3
তাড়া,3
ইংরেজদের,3
জালায়,3
লিকুইড,3
গারী,3
জেনা,3
সিল,3
ইভেন,3
রিয়াদ,3
বাথা,3
কোনোভাবেই,3
চিল,3
খালাতো,3
সিলভার,3
রাইখেন,3
ফ্যাট,3
শুনেই,3
কুকর্মের,3
হানাহানি,3
পাকের,3
টো,3
বিয়েই,3
খাটি,3
সম্পদের,3
হুক,3
সাজ্জাদ,3
লেবুচুর,3
প্রতিদিনের,3
অনুবাদ,3
অতিদ্রুত,3
উওরটা,3
খাওয়ায়,3
দিও,3
শহীদ,3
নোট,3
লেখাপড়া,3
খেতেও,3
ক্ষেত্রেও,3
বলতেই,3
বাচতে,3
হয়েছেন,3
প্রানী,3
লালবাগের,3
উরি,3
দেচ,3
তুলুনা,3
রাখতেন,3
কোরআন,3
জাইতে,3
আল্লাহই,3
মানুষরে,3
কারের,3
বাব,3
আয়,3
সেজন্য,3
নিয়ন্ত্রণে,3
ডাউন,3
ফিল্ড,3
বাড়িটাই,3
বৈশাখ,3
পৃষ্ঠা,3
ভইড়া,3
বাটি,3
বটি,3
সেখানকার,3
হইব,3
হাসের,3
কুখ্যাত,3
কিবাবে,3
তুলবো,3
মুড়ো,3
পুলিশলীগ,3
ত্রকটা,3
সোনালী,3
অপ,3
যন্ত্রণায়,3
হিন,3
দুবাই,3
চিপায়,3
আহেলী,3
প্রদান,3
ইপসা,3
বাইন,3
51,3
তুদের,3
অন্ধকার,3
দিনদিন,3
নৈতিক,3
শুন্য,3
নিজেদেরকে,3
শ্বপ্ন,3
বাঁচে,3
<৩,3
সেক্টর,3
কসাই,3
হাইলাইট,3
পর্বটা,3
প্রকাশের,3
পোলাদের,3
চলো,3
রাখলো,3
গাঞ্জা,3
ওটাও,3
প্রধানের,3
সত্তি,3
বাঙাল,3
পার্ক,3
বিতাড়িত,3
বিদেশিরা,3
ফুরিয়ে,3
বেঞ্চের,3
টোস্ট,3
দেব,3
সাবার,3
নগ্ন,3
বাহাদুরী,3
পাইবে,3
ধসা,3
হ‌তে,3
আপনারাতো,3
মৌলভীবাজার,3
প্রিমিয়াম,3
জরিপ,3
পাপী,3
বান্ধবি,3
ঐদিকে,3
হিশাবে,3
দাড়িয়ে,3
বলবনা,3
ধাপ,3
বুঝেই,3
কাক্কু,3
বান্দা,3
চাদাবাজ,3
মোদি,3
অপরাদের,3
খাগড়াছড়ির,3
গে,3
সচরাচর,3
পাত্তা,3
দুদকের,3
স্কলারশিপ,3
হাজারও,3
আন্দলোন,3
খান্কি,3
খবিশ,3
আইনজীবী,3
ইন্ডিয়ান,3
মানিয়েছে,3
অবস্থায়,3
শেখানোর,3
ভেতরেই,3
দুর্নীতিতে,3
ক্যামেরাম্যানের,3
আপিন,3
ময়দা,3
ফেলেছি,3
ক্লিয়ার,3
মাছি,3
উত্তরে,3
সোনায়,3
অভিন্দন,3
জুনিয়র,3
গানটার,3
বাড়বে,3
দেখেছিলাম,3
মনেও,3
পেতেন,3
ব্যাস্ত,3
পাঠায়,3
বলিয়েন,3
জায়গার,3
উসুল,3
শিখলো,3
আমল,3
সহায়তায়,3
ডাইরেক্ট,3
সুজুকি,3
শিরক,3
বাচালে,3
চুপচাপ,3
নিলজ্জ,3
হলো,3
ওয়েটারটা,3
পারতা,3
ঢুক্লেই,3
খয়রাতি,3
প্রতিনিয়ত,3
শিক্ষার্থীদের,3
নিতাম,3
পালিয়ে,3
তেমনই,3
বানিতে,3
কিন্তূ,3
কোর্স,3
ছাত্রলিগ,3
টেবিলের,3
এটো,3
নেয়া,3
প্রত্যেকের,3
ছেলেটি,3
সাস্তি,3
নাকিরে,3
গণতন্ত্র,3
রাজনীতিবিদরা,3
ঝুরি,3
পড়ুক,3
চীন,3
নওগাঁ,3
নিচ্ছেন,3
কাস্টমারদের,3
বারতে,3
একবারও,3
বাজী,3
মাশরাফি,3
সংস্কৃতির,3
আার,3
সেহেরী,3
পরিকল্পিত,3
মানছে,3
ব্লেড,3
সিট,3
কেবিন,3
টাইটেল,3
হোক,3
ষড়যন্ত্র,3
চলবেনা,3
বার্তা,3
থেকো,3
ক্বারীও,3
ব্যবসার,3
সীমা,3
হানি,3
শেরে,3
পরকীয়া,3
ময়মনসিংহের,3
পাচারের,3
আলুভাজা,3
সিং,3
পিলিছ,3
টং,3
আখেরাতে,3
রক্ষাকারী,3
লাগি,3
দুর্ঘটনা,3
১টা,3
লাগ‌লো,3
পারলেই,3
শুকাইয়া,3
মুহূর্ত,3
পরই,3
কারী,3
মাত্রই,3
উছিত,3
সুদিপার,3
বিকৃত,3
ইলিয়াস,3
চেয়েছেন,3
দুনিয়া,3
ইচ্ছেটা,3
তলায়,3
মিল্কশেক,3
কমায়,3
তোরাই,3
এটিকে,3
কাপড়,3
পুরে,3
ভদ্রতা,3
স্লো,3
কমেন্টটা,3
খোব,3
বিব্রত,3
লাগিয়ে,3
কুলাঙ্গারের,3
খুলনাতে,3
ভিডীও,3
মেগা,3
এজেন্সির,3
ভিডিওগুলোর,3
জানোয়ারেরা,3
লাইনের,3
মামু,3
নূরু,3
কাটার,3
আঙুল,3
এগুলোর,3
জেলখানা,3
খুনিরা,3
কেনে,3
তাঁকে,3
ননভেজ,3
শক্তিশালি,3
ইহুদিদের,3
চ্যালেঞ্জ,3
এক্সপ্রেশনটা,3
সাইফুল্লার,3
নারিকেল,3
লাগাস,3
অত্যাচারে,3
একেকরকম,3
জিপ,3
বর্বর,3
রফিক,3
এম্বাসি,3
ভুনার,3
খমতার,3
আহে,3
দেখবা,3
সুইটস,3
চেনে,3
দাওয়ার,3
দেশটি,3
গালিবয়ের,3
অন্যদের,3
``খনি``,3
প্ল্যাটার,3
বিরিয়ানিতে,3
চাইতেও,3
আড্ডা,3
চৌরাস্তায়,3
বোঝে,3
করালে,3
বাইঞ্চদ,3
চর্চা,3
বালিশের,3
ইন্টারন্যাশনাল,3
শুদু,3
অনেকক্ষন,3
বানাবে,3
ফটোগ্রাফি,3
কইতে,3
আইনত,3
রেসিপির,3
ধনে,3
তেজপাতা,3
আহ্বান,3
নিয়েছে,3
শেস,3
হালিমে,3
যেমনটা,3
খোলামেলা,3
পরিবারে,3
ময়লা,3
চাইনা,3
বাচাইছে,3
অসম্ভবকে,3
প্রতিষ্ঠানেও,3
আদৌ,3
পর্ক,3
রিকুয়েষ্ট,3
বেসরকারি,3
চুয়াডাঙ্গা,3
ভাইয়াঃ,3
প্রফিট,3
মন্ত্রীরা,3
জমবে,3
খায়নাই,3
জেগে,3
ক্ষমতায়,3
ফাজলামি,3
জানোয়ারদের,3
কুমিরের,3
নাচের,3
পাচ্ছিনা,3
শাটার,3
একটার,3
মুডে,3
প্রাণীরা,3
মধ্যবিত্ত,3
ক্ষুধার্ত,3
চ,3
লাজুক,3
স্বাস্থ্য,3
অপরাধীকে,3
দিনমজুর,3
ব্রান্ড,3
লা,3
ইমিগ্রেশন,3
ছেয়ে,3
হারামজাদা,3
পেছনের,3
ভাইলার,3
টিপে,3
নাম্বারের,3
তুললে,3
বড়াপাও,3
গেঞ্জি,3
ক্যা,3
এইগুলি,3
রক্তের,3
পাকিস্তানী,3
গুরুর,3
রাজাকারেরা,3
1971,3
পড়েছেন,3
সখের,3
অবস্থার,3
সাজিদ,3
মাদ্রাসার,3
অপারেশন,3
পিছু,3
3য়,3
পাঞ্জাব,3
তফাত,3
কাজী,3
হায়দ্রাবাদী,3
যাস্ট,3
কাঁচা,3
কলংকিত,3
স্টিফেন,3
ভাষাকে,3
কুরান,3
ক্রিমিনাল,3
ভালে,3
দেশও,3
দাওয়ার,3
ব্লা,3
বাচ্চারাই,3
স্বার্থ,3
উপলব্ধি,3
জানুয়ারি,3
পাঞ্জাবী,3
পরিহার,3
গাইছে,3
দশটা,3
নায়,3
ভাইটি,3
প্রচণ্ড,3
ইহুদি,3
৩২,3
কনদিন,3
সুনব,3
রুমের,3
পড়াশোনায়,3
পর্যায়ের,3
সত,3
ভাগ্যের,3
অব্ধি,3
বিঃদ্রঃ,3
মক্কায়,3
যানেন,3
ফাঁকা,3
দিমু,3
প্রসেসটা,3
লাঞ্চ,3
আকাশে,3
পানসী,3
শুদ্ধি,3
পাবলিককে,3
করছিলো,3
পরিস্থিতির,3
রাব্বুল,3
শিঙাড়া,3
হসসে,3
অইদেশ,3
ভরবে,3
গল্লপই,3
হিংস্র,3
পারিসনা,3
জানুয়ার,3
গুনে,3
সঠীক,3
কানুন,3
এরসাদ,3
যতবার,3
থে‌কে,3
ডিফারেন্ট,3
ঝালমুড়ির,3
কদর,3
সালের,3
নামটাই,3
ভুলতে,3
নিউমার্কেট,3
রাখবো,3
গোয়া,3
হাজারের,3
পৌছে,3
ভুদার,3
ছাড়লেই,3
পঞ্চাশ,3
অংকের,3
গন্ধে,3
চুলকানি,3
পূর্ণ,3
যারাই,3
জীব,3
লোকদেরকে,3
পতিতাবৃত্তি,3
স্কুটার,3
থাকায়,3
লাগলেও,3
অপর,3
ডাইনের,3
দুটাই,3
তুমিই,3
করেছিস,3
মাইকেল,3
জীবনকথা,3
কম্বল,3
আসক্ত,3
আনলে,3
নেব,3
উৎসাহিত,3
ঘিরে,3
উপজেলায়,3
ব্রিজ,3
সালাগো,3
সাব,3
মাইক্রো,3
এদেশ,3
গডফাদার,3
প্লেসে,3
প্লেয়ার,3
থুতু,3
রান্নায়,3
সিরিয়াস,3
খোদা,3
ইসরায়েল,3
মালুর,3
কাছেও,3
মাত্রা,3
গ্রহের,3
চির,3
ঘাড়ে,3
নারাজ,3
কারীদের,3
সংগ্রামি,3
ক্লাব,3
সমাধানের,3
মানিক,3
বারটা,3
মিনি,3
সেকেন্ডের,3
দোষে,3
টিস্যু,3
জুয়ারী,3
গুরুত্ব,3
উন্নতমানের,3
করসিলাম,3
শুকাইলেন,3
বয়স্ক,3
বিপ্লব,3
অচল,3
বিভক্ত,3
সেখানেই,3
পেলো,3
নির্মাণ,3
ভি‌ডিওর,3
পরেই,3
পরম,3
ভাবতেও,3
হাতিগুলো,3
শিশুকে,3
সর্দারজি,3
ভিডিওই,3
পেজে,3
নিয়ম,3
কবরে,3
এগুলোকে,3
শিশুরা,3
লাউ,3
কচুরি,3
পাতায়,3
পড়বে,3
আপ্লুত,3
যন্তনায়,3
খুদার,3
বসবে,3
খরছ,3
বাবারা,3
ইজ্জত,3
স্টেশনে,3
নিরহ,3
রিপোর্টারকে,3
ইসমাইল,3
গোল,3
আমাজন,3
দোকানদারি,3
ফুর্টপাতে,3
জীবনটাকে,3
হাতেই,3
হসপিটাল,3
ভন্ডামির,3
1300,3
যন্তনা,3
বেবস্হা,3
পেরেছে,3
আসামিদের,3
পঞ্চগড়,3
ফর্ক,3
হতেন,3
প্রতিযোগিতা,3
আমাজনকে,3
বোঝেন,3
কান্ট্রি,3
ভেবেছে,3
ভার্সন,3
পির,3
শিগগির,3
আশারাখি,3
যায়ে,3
সাদামাটা,3
আনকেল,3
নিল,3
তুলুশি,3
